parameter_set_id,formation,parameter_level,n_segment_points,settlement_filter_metric,plastic_zone_filter_metric,segment_p95_crown_settlement_mm,segment_p95_wall_convergence_mm,segment_p95_radial_convergence_hydrostatic_equiv_mm,segment_p95_diametral_convergence_hydrostatic_equiv_mm,segment_p95_plastic_zone_thickness_estimate_m,segment_p95_plastic_zone_ratio_to_radius,mean_crown_settlement_mm,mean_wall_convergence_mm,mean_plastic_zone_thickness_estimate_m,mean_plastic_zone_ratio_to_radius,max_crown_settlement_mm,max_wall_convergence_mm,max_sidewall_convergence_mm,max_radial_convergence_hydrostatic_equiv_mm,max_diametral_convergence_hydrostatic_equiv_mm,max_plastic_zone_thickness_estimate_m,max_plastic_zone_ratio_to_radius,max_stability_index,displacement_model,danger_mileage,danger_formation,yield_state_control,result_invalid_reason,E_GPa,cohesion_MPa,friction,sigma_ci_MPa,mi,GSI,disturbance_D,hb_mb,hb_s,hb_a,poisson,density,material_invalid_reason,parameter_prior_penalty,reject_reason_formation,failure_flag_formation,pass_stage1_formation,plastic_zone_penalty,crown_settlement_penalty,wall_convergence_penalty,convergence_penalty,stability_penalty,score_2d_formation,rank_2d_formation
P0004,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.360597305802579,2.4535324352675265,,,7.051666833487713,2.3505556111625707,,,,,,7.379362017305162,2.459787339101721,1126.732012211138,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.090221654545455,0.054182909090909094,18.461616161616163,1.61865,9.727272727272727,33.78787878787879,0.5,0.41560308728045986,0.0001465296401273793,0.5173101278133356,0.3923232323232323,2520.0,,0.5931639628609326,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.2267662176337633,,,0.0,7.027963826004917,2.355325626569353,79.0
P0004,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.7697508366099575,1.9232502788699857,,,5.436586018477757,1.812195339492586,,,,,,5.799220404059204,1.9330734680197346,249.40185603653538,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.507070707070707,0.02515151515151515,18.262626262626263,6.616161616161616,5.696969696969697,29.545454545454547,0.5,0.19888192866900437,8.322694587016918e-05,0.5230377480784557,0.3323232323232323,2490.0,,0.07811447811447816,,False,True,0.9616251394349928,,,0.0,5.523067051484956,1.8297379887789598,30.0
P0005,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.325329995936119,1.775109998645373,,,4.085610451229381,1.3618701504097939,,,,,,5.577773347334771,1.8592577824449237,201.78881000403183,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.11398526363636363,30.25040404040404,7.8807198181818165,4.646464646464646,35.75757575757576,0.5,0.21804443213792216,0.00019053844634871417,0.5151538966632034,0.38,2584.848484848485,,0.17702275278032856,,False,True,0.8875549993226866,,,0.0,5.312165092699782,1.7369504056709877,44.0
P0005,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,6.557763943500033,2.1859213145000114,,,6.248833471185166,2.0829444903950556,,,,,,6.576528655002615,2.1921762183342053,523.9802400125791,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.9397640000000003,0.09634609090909091,18.38080808080808,1.61865,8.767676767676768,43.93939393939394,0.5,0.6074527983187072,0.0005672289891977492,0.508693695529403,0.28101010101010104,2520.0,,0.22373227221712072,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0929606572500057,,,0.0,6.263360623812016,2.0835792313107633,8.0
P0005,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,6.422396375417145,2.1407987918057154,,,6.089231557284945,2.0297438524283153,,,,,,6.451865942866391,2.1506219809554636,465.20909317966516,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,0.2727272727272727,0.023232323232323233,16.04040404040404,9.040404040404042,4.151515151515151,19.545454545454547,0.5,0.0900225155819489,2.193838474548913e-05,0.5450724258908712,0.3318181818181818,2490.0,,0.31286603407815533,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0703993959028577,,,0.0,6.144634231301326,2.0473696948913163,71.0
P0006,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,8.128792184939563,2.7095973949798546,,,6.848783730355454,2.2829279101184845,,,,,,8.381235536338215,2.793745178779405,2927.1587228244384,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.9646801,0.05066220909090909,20.356262626262627,1.0204976363636362,5.5353535353535355,27.87878787878788,0.5,0.17849619446205622,6.664292848877709e-05,0.525770049235076,0.38,2540.2020202020203,,0.19155188246097338,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.3547986974899273,,,0.0,7.982129082226872,2.6221024336858685,97.0
P0006,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,6.592303308296284,2.1974344360987614,,,6.2833728359814165,2.0944576119938056,,,,,,6.611068019798866,2.2036893399329553,541.5364417825643,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.9688848363636364,0.14078836363636363,19.51212121212121,1.61865,7.404040404040404,43.484848484848484,0.5,0.5019916266319133,0.0005338724872960556,0.5089676988908144,0.3980808080808081,2520.0,,0.44085297418630753,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0987172180493807,,,0.0,6.2962552569513015,2.1053316136366114,13.0
P0006,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.849286902573834,1.9497623008579446,,,5.516122084441634,1.8387073614805445,,,,,,5.878756470023079,1.9595854900076932,269.10632714977817,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.2282828282828283,0.027171717171717173,19.717171717171716,11.161616161616163,4.9393939393939394,22.87878787878788,0.5,0.1255318166900377,3.421562034860295e-05,0.536048912531618,0.30808080808080807,2490.0,,0.4242016120804,,False,True,0.9748811504289723,,,0.0,5.598815685736267,1.8721340805730027,39.0
P0007,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,4.8303268205538314,1.6101089401846105,,,3.599081028804142,1.1996936762680475,,,,,,5.082770171952483,1.694256723984161,125.56215066225765,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.11002757272727273,34.888282828282826,15.693750636363633,4.929292929292929,32.57575757575758,0.5,0.19879469803494454,0.0001246626847920104,0.5187848481292073,0.38,2498.989898989899,,0.018181818181818195,,False,True,0.8050544700923052,,,0.0,4.840733497097603,1.5728466428978405,14.0
P0007,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,6.778330617175827,2.2594435390586094,,,6.469400144860962,2.1564667149536536,,,,,,6.797095328678411,2.2656984428928038,646.6977306976403,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.7019438363636366,0.04050836363636364,19.027272727272727,1.61865,7.707070707070707,41.06060606060606,0.5,0.46556683047659786,0.00038641993761063295,0.5105779191091319,0.352020202020202,2520.0,,0.3567799204162841,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.1297217695293047,,,0.0,6.473424122550868,2.1598151476779663,28.0
P0007,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.557044282142317,1.8523480940474388,,,5.223879464010117,1.7412931546700388,,,,,,5.5865138495915625,1.8621712831971875,203.48392797056795,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.498989898989899,0.029595959595959596,18.86868686868687,10.252525252525253,3.242424242424242,26.81818181818182,0.5,0.09940755006129803,5.785470610083026e-05,0.5276736782815239,0.3333333333333333,2490.0,,0.27793082338536895,,False,True,0.9261740470237194,,,0.0,5.3204893805633935,1.7726249525497366,20.0
P0008,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.733751974714586,1.9112506582381954,,,4.48754142066606,1.4958471402220201,,,,,,5.986195326113237,1.9953984420377457,298.207827091142,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.1060698818181818,37.98020202020202,8.071281545454545,7.151515151515152,30.0,0.5,0.25512310393792625,8.842698865988302e-05,0.5223437749058788,0.38,2459.4949494949497,,0.10649933680236709,,False,True,0.9556253291190977,,,0.0,5.701138405822131,1.8622716448438679,62.0
P0008,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,6.766607669712982,2.2555358899043276,,,6.457677197398116,2.152559065799372,,,,,,6.785372381215565,2.2617907937385215,639.506590359187,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.0222730363636368,0.11799745454545454,19.916161616161617,1.61865,10.080808080808081,41.21212121212121,0.5,0.6133685052065595,0.00039430578785264864,0.5104694775667994,0.3712121212121212,2520.0,,0.2534435261707989,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.1277679449521638,,,0.0,6.462259410681491,2.150950017158961,26.0
P0008,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.620364489679861,1.8734548298932867,,,5.2871996715476595,1.7623998905158869,,,,,,5.649834057129107,1.8832780190430356,216.1947334119746,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.3090909090909091,0.02,19.87878787878788,10.05050505050505,4.787878787878788,26.363636363636363,0.5,0.14364561279830745,5.4452498789804625e-05,0.528531635739647,0.3217171717171717,2490.0,,0.4212631364146516,,False,True,0.9367274149466434,,,0.0,5.380794340122959,1.799767586055307,25.0
P0009,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.1753820768325625,1.7251273589441876,,,3.938153851536832,1.3127179505122777,,,,,,5.427825428231213,1.8092751427437377,174.80185741509905,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.04274682727272727,27.467676767676767,16.265435818181817,6.101010101010101,28.03030303030303,0.5,0.1981612710960129,6.800294152796305e-05,0.5255089242595299,0.38,2462.929292929293,,0.14796449341903883,,False,True,0.8625636794720938,,,0.0,5.169357550696394,1.688192494414301,32.0
P0009,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.513781902073266,2.5045939673577555,,,7.2048514297584,2.4016171432528,,,,,,7.53254661357585,2.51084887119195,1303.8637624163787,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.8184271818181819,0.08836927272727273,18.744444444444444,1.61865,8.868686868686869,31.96969696969697,0.5,0.34749274355976817,0.00011498520722430451,0.5195681189151514,0.36929292929292934,2520.0,,0.21850831547801247,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.2522969836788778,,,0.0,7.173853917691286,2.384918937071316,86.0
P0009,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,6.80124661475645,2.267082204918817,,,6.46808179662425,2.1560272655414163,,,,,,6.830716182205695,2.276905394068565,667.7725271180503,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,0.36969696969696975,0.022626262626262626,19.313131313131315,6.01010101010101,4.3939393939393945,20.0,0.5,0.09736410884743915,2.3309101142937016e-05,0.5437207507190644,0.3434343434343434,2490.0,,0.2446280991735538,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.1335411024594084,,,0.0,6.505443983053044,2.1634760284138426,90.0
P0010,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.359667203598532,1.786555734532844,,,4.119385749699619,1.3731285832332063,,,,,,5.612110554997184,1.8707035183323946,208.53005616125466,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.04472567272727273,26.23090909090909,5.784540818181817,6.828282828282829,39.24242424242424,0.5,0.37827090229583543,0.000303232687687869,0.5119683685590383,0.38,2555.656565656566,,0.17212529333741458,,False,True,0.893277867266422,,,0.0,5.344867195235413,1.7475381041637699,47.0
P0010,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.539685906593384,2.513228635531128,,,7.2307554342785165,2.410251811426172,,,,,,7.558450618095966,2.519483539365322,1336.4557554513542,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.9737383090909093,0.037089727272727274,19.633333333333333,1.61865,11.040404040404042,31.666666666666668,0.5,0.4263875451249727,0.00011043194477711959,0.5199717830984983,0.29828282828282826,2520.0,,0.2299357208448118,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.256614317765564,,,0.0,7.198524398186635,2.393662404003741,89.0
P0010,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.661454018568806,1.8871513395229353,,,5.328289200436605,1.776096400145535,,,,,,5.690923586018052,1.8969745286726838,224.8626846971355,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.21212121212121213,0.020202020202020204,19.393939393939394,7.525252525252525,4.575757575757576,29.242424242424242,0.5,0.15745176933466315,7.99312686576622e-05,0.5235122185875485,0.3045454545454545,2490.0,,0.5916947250280584,,False,True,0.9435756697614677,,,0.0,5.419927224779097,1.8212519335283233,29.0
P0011,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.412741419658805,1.8042471398862683,,,4.171591435908396,1.3905304786361319,,,,,,5.665184771057456,1.8883949236858186,219.3933859823024,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.1456467909090909,29.013636363636365,13.21644818181818,6.8686868686868685,28.181818181818183,0.5,0.22471092695772568,6.93907089817388e-05,0.5252504236333958,0.38,2541.9191919191917,,0.06731966125905524,,False,True,0.9021235699431341,,,0.0,5.395414067673768,1.759041474055057,51.0
P0011,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.088449905900715,2.3628166353002387,,,6.779519433585849,2.2598398111952833,,,,,,7.107214617403297,2.3690715391344326,869.2459093184095,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.0999286,0.13509063636363636,20.96666666666667,1.61865,7.808080808080808,37.121212121212125,0.5,0.39099175906649564,0.00022853106983852626,0.51381860207001,0.2407070707070707,2520.0,,0.45440261197836956,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.1814083176501193,,,0.0,6.76877582609838,2.262531534056184,55.0
P0011,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,6.041042927871599,2.0136809759572,,,5.7078781097394,1.9026260365798,,,,,,6.070512495320846,2.0235041651069485,323.2258924345395,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,0.46262626262626266,0.026969696969696966,17.01010101010101,14.797979797979798,5.0,18.333333333333332,0.5,0.10234037857175238,1.866446911352057e-05,0.5488836990847946,0.3328282828282828,2490.0,,0.11925313743495562,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0068404879786,,,0.0,5.781440471734139,1.9173811172025255,44.0
P0012,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,6.425069320106258,2.1416897733687525,,,5.168461520698583,1.7228205068995275,,,,,,6.677512671504909,2.225837557168303,576.9780415909921,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.9646801,0.024937218181818183,44.78242424242424,3.1166766363636365,4.08080808080808,34.24242424242424,0.5,0.17816982624864502,0.00015568485290921554,0.5167871154930693,0.38,2588.282828282828,,0.5159269462299766,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0708448866843763,,,0.0,6.359535877623723,2.1008371878495256,83.0
P0012,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.618089112006096,2.5393630373353657,,,7.30915863969123,2.4363862132304104,,,,,,7.6368538235086785,2.5456179411695596,1440.1463000918343,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.9300570545454547,0.07127609090909091,21.895959595959596,1.61865,9.525252525252526,30.757575757575758,0.5,0.35228602414006477,9.782570018930283e-05,0.5212328780957032,0.3155555555555556,2520.0,,0.16414651566166727,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.2696815186676829,,,0.0,7.273194117627314,2.4151072883093083,94.0
P0012,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,6.05756182665747,2.0191872755524902,,,5.72439700852527,1.90813233617509,,,,,,6.087031394106715,2.0290104647022384,328.367041406869,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,0.4101010101010101,0.021717171717171718,17.171717171717173,10.151515151515152,5.515151515151516,21.81818181818182,0.5,0.1332611426446795,2.9703596528765566e-05,0.5387056408815956,0.33030303030303027,2490.0,,0.1300275482093664,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.0095936377762451,,,0.0,5.7971727562921105,1.9231311570010743,45.0
P0013,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,5.280682102401631,1.7602273674672104,,,4.041693195492671,1.3472310651642239,,,,,,5.533125453800284,1.8443751512667612,193.34662456538672,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.17532947272727273,43.23646464646465,9.405213636363635,4.121212121212121,33.93939393939394,0.5,0.17735607900402436,0.0001495199382088032,0.5171340264544042,0.38,2564.242424242424,,0.32933374145495364,,False,True,0.8801136837336052,,,0.0,5.269643289333604,1.7304806077396724,41.0
P0013,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,7.285337357543516,2.4284457858478388,,,6.976406885228649,2.3254689617428825,,,,,,7.304102069046098,2.4347006896820327,1048.7293886146213,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,2.012566090909091,0.031392,19.794949494949496,1.61865,10.88888888888889,34.696969696969695,0.5,0.48581605793760196,0.00016541208593902172,0.516279714304111,0.2906060606060606,2520.0,,0.2983369043975105,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.2142228929239194,,,0.0,6.956287684805808,2.3168415518739764,69.0
P0013,Fault,min_max_sweep_100_lhs,246,segment_p95,segment_p95,,,,,5.742741756405653,1.9142472521352178,,,5.409576938273453,1.8031923127578178,,,,,,5.772211323854899,1.9240704412849663,243.04292158466353,disabled_plastic_zone_only,1429.0,Fault,plastic_estimate,,0.23232323232323232,0.028181818181818183,19.19191919191919,7.828282828282829,3.757575757575758,27.87878787878788,0.5,0.12116894952533745,6.664292848877709e-05,0.525770049235076,0.3116161616161616,2490.0,,0.3499234771962045,,False,True,0.9571236260676089,,,0.0,5.497344117957047,1.8348077170019264,34.0
P0014,SH_ST,min_max_sweep_100_lhs,2261,segment_p95,segment_p95,,,,,4.8560364808132,1.6186788269377335,,,3.6243335713273526,1.208111190442451,,,,,,5.108479832211851,1.7028266107372838,128.6993251076001,disabled_plastic_zone_only,1077.0,SH_ST,plastic_estimate,,2.9646801,0.04670451818181818,33.65151515151515,17.218244454545452,6.747474747474747,31.515151515151516,0.5,0.2587184335514209,0.00010822338024351354,0.5201766939233561,0.38,2577.979797979798,,0.23742475257626777,,False,True,0.8093394134688667,,,0.0,4.865218887820811,1.5919195752946258,16.0
P0014,Interbedded_ST,min_max_sweep_100_lhs,924,segment_p95,segment_p95,,,,,6.69654897490145,2.2321829916338167,,,6.387618502586583,2.129206167528861,,,,,,6.715313686404032,2.2384378954680106,598.1648950935646,disabled_plastic_zone_only,767.0,Interbedded_ST,plastic_estimate,segment_p95_plastic_zone_ratio_to_radius too large,1.8863758000000002,0.10888109090909091,18.542424242424243,1.61865,7.757575757575758,42.121212121212125,0.5,0.49289314486896274,0.00044511774416314124,0.5098413357455577,0.21575757575757576,2520.0,,0.36135088256300385,segment_p95_plastic_zone_ratio_to_radius too large,True,False,1.1160914958169084,,,0.0,6.395536844194317,2.1342435348296953,21.0
